,label,area,intensity_mean,intensity_max,intensity_sum,intensity_mean_corr,intensity_max_corr,intensity_sum_corr
0,85,303,134.8910891089109,186.0,40872.00000000001,35.023832471742764,86.13274336283186,10612.221238938058
1,171,185,151.30810810810812,357.0,27992.0,51.440851470939975,257.1327433628319,9516.557522123896
